Account ID,Client id,Branch Name,Product Id,Loan Amount,Funded Amount,Funded Amount Inv,Disbursement Date,Loan Status,Repayment Type,Center Id,BranchID
ACC000971,798,BEHROR,JLG30K,45591,7200,24128,26-12-17,Active,Monthly EMI,30179,BEHROR-30179
ACC000972,276,MUKTSAR,JLG35K,20763,45375,35013,11-06-15,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000973,912,DURGAPUR,JLG30K,33600,41895,20405,20-05-16,Paid Off,Monthly EMI,700013,DURGAPUR-700013
ACC000974,436,DHURI,JLG35K,33899,30488,14729,04-01-23,Paid Off,Monthly EMI,1030063,DHURI-1030063
ACC000975,698,AGRA,JLG30K,43520,12349,14048,26-12-18,Paid Off,Quarterly EMI,140056,AGRA-140056
ACC000976,859,SANGRUR,JLG50K,6469,28091,22737,31-08-15,Active,Monthly EMI,110159,SANGRUR-110159
ACC000977,947,HAPUR,JLG46K,20556,19836,26739,09-10-17,Fully Paid,Monthly EMI,210563,HAPUR-210563
ACC000978,205,HABRA,JLG30K,6812,46230,16687,26-10-16,Fully Paid,Monthly EMI,650051,HABRA-650051
ACC000979,512,DHURI,JLG35K,29139,48924,34145,19-12-21,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC000980,22,CHHATA,JLG46K,30708,44457,42355,29-07-17,Fully Paid,Quarterly EMI,910020,CHHATA-910020
ACC000981,581,DHURI,JLG30K,36365,45361,6677,04-02-21,Paid Off,Monthly EMI,1030063,DHURI-1030063
ACC000982,576,ASANSOL,JLG35K,12844,16990,31101,01-03-15,Active,Quarterly EMI,690076,ASANSOL-690076
ACC000983,193,BEHROR,JLG30K,26047,14534,36502,23-12-23,Active,Monthly EMI,30179,BEHROR-30179
ACC000984,199,Mangaldoi,JLG30K,40343,9210,14816,29-07-23,Fully Paid,Quarterly EMI,570241,Mangaldoi-570241
ACC000985,276,BUXAR,JLG30K,6285,43942,3278,27-01-23,Default,Monthly EMI,710002,BUXAR-710002
ACC000986,924,SANGRUR,JLG30K,22515,37161,33765,21-04-16,Fully Paid,Monthly EMI,110159,SANGRUR-110159
ACC000987,574,CHHATA,JLG30K,32947,7313,14562,04-03-19,Fully Paid,Monthly EMI,910020,CHHATA-910020
ACC000988,490,BULANDSHAHR,JLG35K,28744,37018,38496,27-01-17,Paid Off,Quarterly EMI,10068,BULANDSHAHR-10068
ACC000989,118,BEHROR,JLG35K,32141,9707,4103,05-03-22,Active,Quarterly EMI,30179,BEHROR-30179
ACC000990,628,ASANSOL,JLG30K,5889,2901,3600,07-01-23,Default,Quarterly EMI,690076,ASANSOL-690076
ACC000991,275,MADHUBANI,JLG45K,10187,28498,34785,12-12-17,Active,Quarterly EMI,1140044,MADHUBANI-1140044
ACC000992,445,DURGAPUR,JLG30K,18292,19003,38175,13-04-18,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC000993,568,DIBRUGARH,JLG44K,18997,46997,6082,05-05-15,Fully Paid,Monthly EMI,1050013,DIBRUGARH-1050013
ACC000994,140,FATEHGARH SAHIB,JLG30K,34409,23763,22176,13-03-19,Fully Paid,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC000995,717,SANGRUR,JLG44K,28444,48883,31604,15-11-22,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC000996,88,BEHROR,JLG35K,11312,47007,17333,16-11-22,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC000997,54,CHHATA,JLG30K,40031,12005,11297,13-06-18,Paid Off,Monthly EMI,910020,CHHATA-910020
ACC000998,23,MUKTSAR,JLG35K,31459,27640,41683,25-01-18,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000999,753,MOTIHARI,JLG30K,3327,16924,26640,06-10-15,Default,Quarterly EMI,520376,MOTIHARI-520376
ACC001000,353,SANGRUR,JLG41K,34610,48936,12034,17-01-18,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC001001,614,DHURI,JLG30K,5970,3733,27239,17-03-22,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC001002,728,Mangaldoi,JLG30K,33785,21041,3561,24-05-22,Paid Off,Quarterly EMI,570241,Mangaldoi-570241
ACC001003,517,MUKTSAR,JLG50K,18389,4862,16247,02-06-23,Active,Monthly EMI,1110166,MUKTSAR-1110166
ACC001004,448,SIRSA,JLG30K,33129,28673,24115,18-11-18,Default,Monthly EMI,730084,SIRSA-730084
ACC001005,246,BILASPUR,JLG50K,42579,18396,35673,14-07-20,Fully Paid,Quarterly EMI,240005,BILASPUR-240005
ACC001006,369,BEHROR,JLG30K,19210,29522,22812,25-01-20,Active,Monthly EMI,30179,BEHROR-30179
ACC001007,545,Mangaldoi,JLG30K,19410,14658,21932,19-03-18,Fully Paid,Monthly EMI,570241,Mangaldoi-570241
ACC001008,204,DHURI,JLG30K,25832,49315,22538,05-09-19,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC001009,552,MAWANA,JLG35K,26627,47974,8803,05-05-15,Paid Off,Quarterly EMI,800018,MAWANA-800018
ACC001010,119,AGRA,JLG30K,37382,24979,12273,20-09-23,Fully Paid,Quarterly EMI,140056,AGRA-140056
ACC001011,439,SANGRUR,JLG35K,18758,14486,40264,30-07-18,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC001012,243,SIVASAGAR,JLG30K,27338,36345,18809,10-03-23,Fully Paid,Monthly EMI,880038,SIVASAGAR-880038
ACC001013,525,MAWANA,JLG35K,21875,6041,26499,11-01-15,Paid Off,Monthly EMI,800018,MAWANA-800018
ACC001014,585,KURUKSHETRA,JLG30K,32844,47148,29464,21-11-23,Fully Paid,Monthly EMI,70364,KURUKSHETRA-70364
ACC001015,854,Mangaldoi,JLG30K,7023,36964,25041,15-10-19,Fully Paid,Monthly EMI,570241,Mangaldoi-570241
ACC001016,782,SIVASAGAR,JLG30K,30555,3446,20190,06-02-18,Paid Off,Monthly EMI,880038,SIVASAGAR-880038
ACC001017,886,Mathura,JLG30K,19209,23718,20008,25-03-20,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC001018,769,JALANDHAR,JLG30K,34927,24286,3586,05-07-15,Active,Monthly EMI,160051,JALANDHAR-160051
ACC001019,812,SIVASAGAR,JLG44K,47998,26014,38322,29-04-17,Active,Quarterly EMI,880038,SIVASAGAR-880038
ACC001020,956,CHHAPRA,JLG30K,40511,43513,44572,11-03-19,Default,Monthly EMI,380112,CHHAPRA-380112
ACC001021,898,KURUKSHETRA,JLG35K,19293,11325,32174,04-06-21,Fully Paid,Monthly EMI,70364,KURUKSHETRA-70364
ACC001022,670,DHURI,JLG35K,32630,47407,4589,01-04-16,Paid Off,Monthly EMI,1030063,DHURI-1030063
ACC001023,368,BEHROR,JLG35K,41365,41454,24851,22-01-15,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC001024,751,ASANSOL,JLG30K,23130,5226,5641,22-04-18,Fully Paid,Monthly EMI,690076,ASANSOL-690076
ACC001025,622,JAMMU,JLG30K,44056,15186,32691,09-11-18,Paid Off,Monthly EMI,720081,JAMMU-720081
ACC001026,287,PAOTA,JLG30K,36843,46463,10759,20-10-21,Fully Paid,Monthly EMI,90149,PAOTA-90149
ACC001027,207,DURGAPUR,JLG30K,28578,19592,3410,26-11-23,Paid Off,Monthly EMI,700013,DURGAPUR-700013
ACC001028,57,MUKTSAR,JLG35K,2956,28903,40169,13-01-20,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC001029,159,BUXAR,JLG50K,20574,5261,42797,01-09-22,Active,Monthly EMI,710002,BUXAR-710002
ACC001030,25,Mathura,JLG30K,28014,40607,34596,09-09-20,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC001031,222,Bardhaman,JLG35K,43258,48740,36036,10-06-23,Fully Paid,Quarterly EMI,610198,Bardhaman-610198
ACC001032,941,TEZPUR,JLG30K,15908,8106,32080,21-02-19,Paid Off,Monthly EMI,680026,TEZPUR-680026
ACC001033,601,BEHROR,JLG30K,38750,15840,15507,11-12-19,Paid Off,Quarterly EMI,30179,BEHROR-30179
ACC001034,443,JALANDHAR,JLG30K,39991,33756,15899,03-10-22,Fully Paid,Monthly EMI,160051,JALANDHAR-160051
ACC001035,55,BEHROR,JLG35K,46358,7548,14180,27-07-16,Paid Off,Monthly EMI,30179,BEHROR-30179
ACC001036,714,DURGAPUR,JLG30K,34671,14691,3456,15-08-23,Active,Monthly EMI,700013,DURGAPUR-700013
ACC001037,389,PATIALA,JLG35K,5020,29254,32304,31-10-15,Fully Paid,Quarterly EMI,100186,PATIALA-100186
ACC001038,189,DURGAPUR,JLG35K,42328,4959,22137,22-02-17,Paid Off,Monthly EMI,700013,DURGAPUR-700013
ACC001039,928,Mathura,JLG35K,38020,35051,3690,08-10-18,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001040,826,BULANDSHAHR,JLG30K,19508,17909,15121,18-10-21,Fully Paid,Quarterly EMI,10068,BULANDSHAHR-10068
ACC001041,845,DURGAPUR,JLG30K,34014,27396,15324,30-09-17,Paid Off,Quarterly EMI,700013,DURGAPUR-700013
ACC001042,711,DHURI,JLG30K,13466,43078,16453,04-11-18,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC001043,629,Mangaldoi,JLG40K,34835,40343,39481,10-05-23,Fully Paid,Monthly EMI,570241,Mangaldoi-570241
ACC001044,21,BISWANATH CHARIALI,JLG30K,15321,43886,31259,29-04-21,Fully Paid,Quarterly EMI,740048,BISWANATH CHARIALI-740048
ACC001045,950,Mathura,JLG50K,42107,11632,40236,31-03-17,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC001046,893,Mathura,JLG30K,11646,38874,44068,02-04-20,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC001047,228,SIRSA,JLG35K,20731,33342,23508,12-03-15,Fully Paid,Monthly EMI,730084,SIRSA-730084
ACC001048,131,FATEHABAD,JLG44K,30292,46886,23285,03-07-22,Fully Paid,Monthly EMI,670106,FATEHABAD-670106
ACC001049,961,FATEHGARH SAHIB,JLG40K,20315,37859,31028,22-06-15,Active,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC001050,333,FATEHABAD,JLG35K,13846,20542,44694,03-10-20,Active,Monthly EMI,670106,FATEHABAD-670106
ACC001051,274,DURGAPUR,JLG35K,45642,48751,5153,01-04-23,Active,Monthly EMI,700013,DURGAPUR-700013
ACC001052,234,BEHROR,JLG30K,7038,15683,24693,01-09-23,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC001053,853,DHURI,JLG30K,20274,39737,25719,22-02-21,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC001054,783,FATEHGARH SAHIB,JLG30K,7178,36322,41726,21-12-22,Paid Off,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC001055,282,FATEHGARH SAHIB,JLG44K,13785,30142,23943,19-09-20,Fully Paid,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC001056,845,DHURI,JLG30K,21273,5645,1841,11-07-23,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC001057,482,FATEHGARH SAHIB,JLG30K,26581,43034,30148,04-04-20,Default,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC001058,65,PALWAL,JLG44K,38033,13138,33844,19-10-16,Paid Off,Quarterly EMI,20242,PALWAL-20242
ACC001059,717,DHURI,JLG30K,6584,5557,3135,20-02-18,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC001060,257,Mangaldoi,JLG30K,28619,16159,9910,20-08-23,Default,Quarterly EMI,570241,Mangaldoi-570241
ACC001061,984,FATEHGARH SAHIB,JLG35K,25759,48939,29662,07-03-22,Active,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC001062,962,MUKTSAR,JLG35K,31580,39518,30649,17-08-19,Active,Monthly EMI,1110166,MUKTSAR-1110166
ACC001063,792,BEHROR,JLG46K,3015,18481,16793,07-12-20,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC001064,108,DHURI,JLG35K,23968,28761,13010,18-09-16,Active,Quarterly EMI,1030063,DHURI-1030063
ACC001065,508,MUKTSAR,JLG40K,32948,44125,32675,07-11-15,Active,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001066,224,SANGRUR,JLG50K,21286,23846,7154,30-04-17,Fully Paid,Monthly EMI,110159,SANGRUR-110159
ACC001067,153,JALANDHAR,JLG30K,13656,37971,3588,19-02-17,Paid Off,Monthly EMI,160051,JALANDHAR-160051
ACC001068,701,SANGRUR,JLG30K,47214,31428,39904,27-10-20,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC001069,862,DHURI,JLG30K,5748,15564,27974,08-10-18,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC001070,521,DHURI,JLG35K,16836,7854,27875,27-05-21,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC001071,949,DURGAPUR,JLG30K,38957,30974,20540,07-05-21,Paid Off,Monthly EMI,700013,DURGAPUR-700013
ACC001072,336,DHURI,JLG35K,19119,5027,27677,20-01-22,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC001073,418,Mathura,JLG30K,4292,49882,34813,25-08-23,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001074,580,SANGRUR,JLG35K,44480,10863,2750,29-07-22,Paid Off,Monthly EMI,110159,SANGRUR-110159
ACC001075,192,Mathura,JLG35K,26392,45311,6638,25-05-15,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001076,219,MUKTSAR,JLG30K,19384,41524,12271,14-12-15,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC001077,65,DHURI,JLG50K,2611,47542,31561,17-09-23,Active,Quarterly EMI,1030063,DHURI-1030063
ACC001078,38,Mathura,JLG39K,19620,31861,9853,27-05-19,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001079,289,DURGAPUR,JLG30K,43829,4322,28422,16-04-18,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC001080,272,MODINAGAR,JLG35K,13910,10291,10856,30-10-21,Fully Paid,Monthly EMI,410521,MODINAGAR-410521
ACC001081,41,DURGAPUR,JLG30K,13486,31341,32889,21-11-17,Active,Monthly EMI,700013,DURGAPUR-700013
ACC001082,942,DURGAPUR,JLG30K,2569,38001,23791,28-01-21,Default,Quarterly EMI,700013,DURGAPUR-700013
ACC001083,548,Mangaldoi,JLG30K,34509,34357,4662,10-08-15,Fully Paid,Quarterly EMI,570241,Mangaldoi-570241
ACC001084,354,DURGAPUR,JLG30K,31746,20517,30969,17-01-22,Default,Monthly EMI,700013,DURGAPUR-700013
ACC001085,168,CHHATA,JLG30K,38635,29984,16928,11-08-19,Fully Paid,Monthly EMI,910020,CHHATA-910020
ACC001086,839,BILASPUR,JLG35K,13317,27211,26162,26-10-22,Default,Monthly EMI,240005,BILASPUR-240005
ACC001087,326,FATEHGARH SAHIB,JLG35K,4476,31635,25759,25-09-17,Fully Paid,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC001088,845,UJJAIN,JLG30K,32551,49887,44065,17-10-17,Paid Off,Monthly EMI,1510002,UJJAIN-1510002
ACC001089,483,GUWAHATI,JLG30K,48695,19160,21124,21-11-21,Paid Off,Monthly EMI,560090,GUWAHATI-560090
ACC001090,319,MODINAGAR,JLG35K,24884,38208,27574,15-02-18,Fully Paid,Monthly EMI,410521,MODINAGAR-410521
ACC001091,366,CUTTACK,JLG30K,18858,3861,22773,19-06-16,Fully Paid,Monthly EMI,630081,CUTTACK-630081
ACC001092,395,KAROND,JLG29K,49642,5331,22305,26-01-20,Fully Paid,Quarterly EMI,1320004,KAROND-1320004
ACC001093,435,ASANSOL,JLG44K,11593,46445,31922,02-09-22,Active,Quarterly EMI,690076,ASANSOL-690076
ACC001094,572,BEHROR,JLG30K,3170,40050,33179,21-12-23,Default,Monthly EMI,30179,BEHROR-30179
ACC001095,229,PAOTA,JLG50K,20906,32374,6489,21-12-19,Fully Paid,Quarterly EMI,90149,PAOTA-90149
ACC001096,200,DURGAPUR,JLG30K,22104,39644,35394,04-10-20,Active,Quarterly EMI,700013,DURGAPUR-700013
ACC001097,282,Mathura,JLG35K,23761,45501,25314,22-11-15,Default,Monthly EMI,910182,Mathura-910182
ACC001098,950,MUKTSAR,JLG30K,48866,35739,33835,23-07-20,Fully Paid,Monthly EMI,1110166,MUKTSAR-1110166
ACC001099,983,JORHAT,JLG46K,30562,18062,23033,28-02-15,Active,Quarterly EMI,850152,JORHAT-850152
ACC001100,933,MUKTSAR,JLG35K,47914,43515,43481,15-08-22,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001101,498,DHURI,JLG35K,20471,18171,12445,13-06-15,Default,Quarterly EMI,1030063,DHURI-1030063
ACC001102,902,ASANSOL,JLG30K,26404,3693,27351,02-03-22,Fully Paid,Monthly EMI,690076,ASANSOL-690076
ACC001103,613,DHURI,JLG30K,13610,18299,28492,05-01-18,Default,Quarterly EMI,1030063,DHURI-1030063
ACC001104,562,PATIALA,JLG50K,7409,11749,3503,10-01-22,Paid Off,Quarterly EMI,100186,PATIALA-100186
ACC001105,802,HABRA,JLG30K,22724,43155,17369,23-06-22,Fully Paid,Monthly EMI,650051,HABRA-650051
ACC001106,609,DURGAPUR,JLG30K,40033,22817,25933,18-08-20,Active,Monthly EMI,700013,DURGAPUR-700013
ACC001107,683,CHHATA,JLG35K,10225,37910,42965,11-07-20,Active,Monthly EMI,910020,CHHATA-910020
ACC001108,373,DURGAPUR,JLG40K,46557,15680,19039,04-09-22,Default,Monthly EMI,700013,DURGAPUR-700013
ACC001109,137,DHURI,JLG35K,14107,4352,43086,03-10-17,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC001110,116,Bardhaman,JLG50K,3433,16076,28857,12-09-22,Fully Paid,Monthly EMI,610198,Bardhaman-610198
ACC001111,189,PANIPAT,JLG30K,47125,2780,16808,22-12-22,Paid Off,Quarterly EMI,60004,PANIPAT-60004
ACC001112,887,BEHROR,JLG35K,38934,30820,17882,13-11-17,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC001113,355,KAROND,JLG35K,39787,32460,14928,02-03-22,Fully Paid,Monthly EMI,1320004,KAROND-1320004
ACC001114,793,MUKTSAR,JLG40K,39524,4846,14973,19-11-18,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001115,129,MAWANA,JLG29K,44330,9355,27167,29-07-15,Paid Off,Monthly EMI,800018,MAWANA-800018
ACC001116,115,SIWAN,JLG30K,6511,6403,2409,05-06-20,Fully Paid,Monthly EMI,790102,SIWAN-790102
ACC001117,319,BULANDSHAHR,JLG30K,38320,33218,25766,16-09-19,Fully Paid,Quarterly EMI,10068,BULANDSHAHR-10068
ACC001118,970,PATIALA,JLG30K,36540,26668,33276,19-12-16,Fully Paid,Monthly EMI,100186,PATIALA-100186
ACC001119,140,MUKTSAR,JLG30K,40095,42005,43514,23-11-16,Active,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001120,261,SANGRUR,JLG30K,48877,42576,20622,01-01-19,Default,Quarterly EMI,110159,SANGRUR-110159
ACC001121,238,BUXAR,JLG35K,6990,17703,31161,02-03-23,Fully Paid,Quarterly EMI,710002,BUXAR-710002
ACC001122,328,BEHROR,JLG30K,42724,38142,29919,06-11-17,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC001123,379,BEHROR,JLG44K,18931,4094,12152,02-04-19,Paid Off,Quarterly EMI,30179,BEHROR-30179
ACC001124,899,MUKTSAR,JLG30K,34662,46380,2691,25-10-19,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001125,565,FATEHGARH SAHIB,JLG35K,32034,15529,13255,03-12-21,Fully Paid,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC001126,777,DURGAPUR,JLG30K,33108,26794,33582,02-04-18,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC001127,545,DHURI,JLG50K,14910,12540,33868,19-07-23,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC001128,103,PATIALA,JLG35K,49300,42409,9972,25-02-17,Active,Quarterly EMI,100186,PATIALA-100186
ACC001129,282,FATEHGARH SAHIB,JLG30K,42250,7489,40041,26-03-23,Fully Paid,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC001130,989,ASANSOL,JLG30K,13756,17450,20514,25-02-19,Active,Quarterly EMI,690076,ASANSOL-690076
ACC001131,771,Mangaldoi,JLG30K,23862,24874,13594,03-09-16,Fully Paid,Monthly EMI,570241,Mangaldoi-570241
ACC001132,319,HAPUR,JLG30K,2378,6845,23147,02-09-21,Paid Off,Monthly EMI,210563,HAPUR-210563
ACC001133,579,SEHORE,JLG44K,17670,3454,13207,07-02-15,Paid Off,Quarterly EMI,1440051,SEHORE-1440051
ACC001134,404,KURUKSHETRA,JLG30K,40537,9116,6144,13-10-20,Fully Paid,Quarterly EMI,70364,KURUKSHETRA-70364
ACC001135,317,BEHROR,JLG35K,24551,37678,26940,24-07-18,Default,Quarterly EMI,30179,BEHROR-30179
ACC001136,716,BILASPUR,JLG46K,18908,35939,7554,31-07-18,Fully Paid,Monthly EMI,240005,BILASPUR-240005
ACC001137,419,DHARMANAGAR,JLG30K,16508,16849,32888,01-06-19,Fully Paid,Quarterly EMI,1230018,DHARMANAGAR-1230018
ACC001138,450,DHARMANAGAR,JLG30K,48005,36245,3622,18-07-17,Fully Paid,Quarterly EMI,1230018,DHARMANAGAR-1230018
ACC001139,851,SAMRALA,JLG35K,36735,43609,26917,08-03-19,Fully Paid,Quarterly EMI,130067,SAMRALA-130067
ACC001140,730,SANGRUR,JLG35K,8007,37714,5727,21-12-15,Fully Paid,Monthly EMI,110159,SANGRUR-110159
ACC001141,663,DURGAPUR,JLG30K,17329,34518,44835,16-08-15,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC001142,549,BISWANATH CHARIALI,JLG30K,48805,21950,23705,20-08-18,Fully Paid,Monthly EMI,740048,BISWANATH CHARIALI-740048
ACC001143,27,MUKTSAR,JLG44K,28102,13777,5505,25-01-19,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001144,391,Mathura,JLG30K,30546,28206,41746,29-04-18,Default,Quarterly EMI,910182,Mathura-910182
ACC001145,909,Mathura,JLG45K,34105,20867,19550,02-12-19,Paid Off,Quarterly EMI,910182,Mathura-910182
ACC001146,656,SANGRUR,JLG30K,36952,39075,2954,27-04-15,Active,Monthly EMI,110159,SANGRUR-110159
ACC001147,433,SIWAN,JLG30K,22091,9050,10847,05-01-21,Fully Paid,Monthly EMI,790102,SIWAN-790102
ACC001148,956,Mangaldoi,JLG35K,41134,8667,16210,11-09-15,Paid Off,Monthly EMI,570241,Mangaldoi-570241
ACC001149,305,MUKTSAR,JLG30K,11589,24079,4661,06-10-18,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001150,603,BEHROR,JLG35K,47814,40382,7162,21-08-23,Paid Off,Monthly EMI,30179,BEHROR-30179
ACC001151,498,TEZPUR,JLG35K,9378,37989,26933,29-06-22,Active,Quarterly EMI,680026,TEZPUR-680026
ACC001152,477,KURUKSHETRA,JLG30K,3688,23183,1504,03-10-17,Active,Quarterly EMI,70364,KURUKSHETRA-70364
ACC001153,817,Mathura,JLG30K,37950,32902,4973,12-03-22,Default,Quarterly EMI,910182,Mathura-910182
ACC001154,130,DHURI,JLG35K,30231,46376,27518,01-07-20,Default,Monthly EMI,1030063,DHURI-1030063
ACC001155,181,SANGRUR,JLG46K,23165,25444,8058,08-04-21,Paid Off,Quarterly EMI,110159,SANGRUR-110159
ACC001156,429,DHURI,JLG35K,13506,9092,18218,14-09-17,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC001157,405,JALANDHAR,JLG46K,4082,43211,41140,04-12-23,Fully Paid,Monthly EMI,160051,JALANDHAR-160051
ACC001158,26,SIVASAGAR,JLG35K,12471,47993,5257,07-07-18,Paid Off,Quarterly EMI,880038,SIVASAGAR-880038
ACC001159,824,ASANSOL,JLG30K,25161,45519,22830,31-12-18,Fully Paid,Monthly EMI,690076,ASANSOL-690076
ACC001160,811,DURGAPUR,JLG30K,31986,22308,10999,28-03-22,Active,Monthly EMI,700013,DURGAPUR-700013
ACC001161,690,NEEM KA THANA,JLG35K,38917,49352,38883,19-01-22,Fully Paid,Monthly EMI,80001,NEEM KA THANA-80001
ACC001162,6,BUXAR,JLG35K,37160,17760,30229,05-07-16,Paid Off,Monthly EMI,710002,BUXAR-710002
ACC001163,86,JALANDHAR,JLG30K,32107,18030,17867,07-12-18,Fully Paid,Quarterly EMI,160051,JALANDHAR-160051
ACC001164,894,ASANSOL,JLG30K,35110,31640,26430,21-10-20,Fully Paid,Quarterly EMI,690076,ASANSOL-690076
ACC001165,723,Mathura,JLG35K,43469,2841,35523,19-10-19,Paid Off,Quarterly EMI,910182,Mathura-910182
ACC001166,30,PATIALA,JLG30K,8784,6476,20129,11-08-18,Fully Paid,Monthly EMI,100186,PATIALA-100186
ACC001167,201,MUKTSAR,JLG35K,6420,3913,24091,12-08-16,Fully Paid,Monthly EMI,1110166,MUKTSAR-1110166
ACC001168,3,Mathura,JLG39K,45457,3325,44100,11-12-18,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC001169,10,PAOTA,JLG30K,38587,26802,36770,07-11-21,Paid Off,Monthly EMI,90149,PAOTA-90149
ACC001170,638,Mathura,JLG35K,47333,37795,17014,13-08-17,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC001171,856,Mathura,JLG35K,28645,37941,23436,18-03-18,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001172,961,AGRA,JLG29K,35537,24189,27974,11-07-22,Paid Off,Monthly EMI,140056,AGRA-140056
ACC001173,487,PATIALA,JLG35K,41723,48131,21904,11-04-22,Paid Off,Quarterly EMI,100186,PATIALA-100186
ACC001174,598,CHHATA,JLG35K,28467,46272,1888,03-11-19,Paid Off,Monthly EMI,910020,CHHATA-910020
ACC001175,814,SANGRUR,JLG35K,25712,15365,6335,02-02-22,Paid Off,Quarterly EMI,110159,SANGRUR-110159
ACC001176,955,MUKTSAR,JLG29K,10100,5009,16599,15-01-18,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC001177,921,BEHROR,JLG35K,6476,36388,36639,09-08-20,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC001178,501,Mangaldoi,JLG30K,20959,14033,41507,12-05-20,Fully Paid,Monthly EMI,570241,Mangaldoi-570241
ACC001179,37,SANGRUR,JLG30K,14302,23962,28224,10-11-16,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC001180,992,DHURI,JLG30K,42045,13492,22359,31-08-15,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC001181,636,SANGRUR,JLG35K,42022,20325,14426,02-12-21,Paid Off,Quarterly EMI,110159,SANGRUR-110159
ACC001182,817,Mathura,JLG30K,28485,13932,37335,24-12-21,Paid Off,Quarterly EMI,910182,Mathura-910182
ACC001183,426,BILASPUR,JLG30K,8662,7692,44569,07-09-15,Active,Quarterly EMI,240005,BILASPUR-240005
ACC001184,150,BUXAR,JLG35K,15068,4099,20581,04-09-16,Active,Monthly EMI,710002,BUXAR-710002
ACC001185,864,MUKTSAR,JLG30K,25754,43919,32921,26-10-22,Active,Monthly EMI,1110166,MUKTSAR-1110166
ACC001186,747,CHHATA,JLG30K,37456,12403,36536,29-11-16,Paid Off,Monthly EMI,910020,CHHATA-910020
ACC001187,175,Mangaldoi,JLG30K,10823,32195,25234,03-01-15,Paid Off,Monthly EMI,570241,Mangaldoi-570241
ACC001188,708,DHURI,JLG30K,26583,30487,21324,23-03-18,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
